UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
163259, 0,"R",1870,"R",478,"R",386,"R",846,"R",139,"R",6,"R",15
163259,10,"R",1870,"R",478,"R",386,"R",846,"R",139,"R",6,"R",15
163259,20,"R",352,"R",287,"R",65,"R",0,"R",0,"R",0,"R",0
163259,30,"R",94,"R",6,"R",23,"R",65,"R",0,"R",0,"R",0
163259,40,"R",1424,"R",185,"R",298,"R",781,"R",139,"R",6,"R",15
163259,42,"R",1424,"R",185,"R",298,"R",781,"R",139,"R",6,"R",15
163268, 0,"R",569,"R",165,"R",159,"R",101,"R",6,"R",138,"R",0
163268,10,"R",569,"R",165,"R",159,"R",101,"R",6,"R",138,"R",0
163268,20,"R",288,"R",147,"R",140,"R",1,"R",0,"R",0,"R",0
163268,30,"R",103,"R",1,"R",11,"R",91,"R",0,"R",0,"R",0
163268,40,"R",178,"R",17,"R",8,"R",9,"R",6,"R",138,"R",0
163268,42,"R",178,"R",17,"R",8,"R",9,"R",6,"R",138,"R",0
163286, 0,"R",1967,"R",705,"R",409,"R",278,"R",4,"R",571,"R",0
163286,10,"R",1967,"R",705,"R",409,"R",278,"R",4,"R",571,"R",0
163286,20,"R",1092,"R",689,"R",403,"R",0,"R",0,"R",0,"R",0
163286,30,"R",284,"R",0,"R",6,"R",278,"R",0,"R",0,"R",0
163286,40,"R",591,"R",16,"R",0,"R",0,"R",4,"R",571,"R",0
163286,42,"R",591,"R",16,"R",0,"R",0,"R",4,"R",571,"R",0
163295, 0,"R",110,"R",0,"R",0,"R",0,"R",110,"R",0,"R",0
163295,10,"R",110,"R",0,"R",0,"R",0,"R",110,"R",0,"R",0
163295,40,"R",110,"R",0,"R",0,"R",0,"R",110,"R",0,"R",0
163295,41,"R",103,"R",0,"R",0,"R",0,"R",103,"R",0,"R",0
163295,42,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
163295,44,"R",103,"R",0,"R",0,"R",0,"R",103,"R",0,"R",0
163338, 0,"R",215,"R",69,"R",60,"R",56,"R",0,"R",30,"R",0
163338,10,"R",215,"R",69,"R",60,"R",56,"R",0,"R",30,"R",0
163338,20,"R",108,"R",65,"R",40,"R",3,"R",0,"R",0,"R",0
163338,30,"R",64,"R",2,"R",19,"R",43,"R",0,"R",0,"R",0
163338,40,"R",43,"R",2,"R",1,"R",10,"R",0,"R",30,"R",0
163338,42,"R",13,"R",1,"R",1,"R",8,"R",0,"R",3,"R",0
163338,43,"R",30,"R",1,"R",0,"R",2,"R",0,"R",27,"R",0
163426, 0,"R",446,"R",342,"R",76,"R",25,"R",3,"R",0,"R",0
163426,10,"R",446,"R",342,"R",76,"R",25,"R",3,"R",0,"R",0
163426,40,"R",446,"R",342,"R",76,"R",25,"R",3,"R",0,"R",0
163426,41,"R",113,"R",109,"R",4,"R",0,"R",0,"R",0,"R",0
163426,42,"R",331,"R",233,"R",72,"R",25,"R",1,"R",0,"R",0
163426,43,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
163426,44,"R",113,"R",109,"R",4,"R",0,"R",0,"R",0,"R",0
163453, 0,"R",447,"R",75,"R",162,"R",78,"R",1,"R",131,"R",0
163453,10,"R",447,"R",75,"R",162,"R",78,"R",1,"R",131,"R",0
163453,20,"R",224,"R",73,"R",150,"R",1,"R",0,"R",0,"R",0
163453,30,"R",93,"R",2,"R",12,"R",77,"R",0,"R",2,"R",0
163453,40,"R",130,"R",0,"R",0,"R",0,"R",1,"R",129,"R",0
163453,41,"R",98,"R",0,"R",0,"R",0,"R",1,"R",97,"R",0
163453,42,"R",31,"R",0,"R",0,"R",0,"R",0,"R",31,"R",0
163453,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
163453,44,"R",98,"R",0,"R",0,"R",0,"R",1,"R",97,"R",0
163462, 0,"R",129,"R",22,"R",58,"R",32,"R",0,"R",17,"R",0
163462,10,"R",129,"R",22,"R",58,"R",32,"R",0,"R",17,"R",0
163462,20,"R",68,"R",20,"R",48,"R",0,"R",0,"R",0,"R",0
163462,30,"R",27,"R",0,"R",3,"R",24,"R",0,"R",0,"R",0
163462,40,"R",34,"R",2,"R",7,"R",8,"R",0,"R",17,"R",0
163462,41,"R",20,"R",2,"R",7,"R",4,"R",0,"R",7,"R",0
163462,42,"R",14,"R",0,"R",0,"R",4,"R",0,"R",10,"R",0
163462,44,"R",20,"R",2,"R",7,"R",4,"R",0,"R",7,"R",0
163532, 0,"R",13,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0
163532,10,"R",13,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0
163532,20,"R",13,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0
163578, 0,"R",92,"R",13,"R",30,"R",49,"R",0,"R",0,"R",0
163578,10,"R",92,"R",13,"R",30,"R",49,"R",0,"R",0,"R",0
163578,20,"R",30,"R",13,"R",17,"R",0,"R",0,"R",0,"R",0
163578,30,"R",51,"R",0,"R",12,"R",39,"R",0,"R",0,"R",0
163578,40,"R",11,"R",0,"R",1,"R",10,"R",0,"R",0,"R",0
163578,42,"R",11,"R",0,"R",1,"R",10,"R",0,"R",0,"R",0
163657, 0,"R",236,"R",88,"R",125,"R",23,"R",0,"R",0,"R",0
163657,10,"R",236,"R",88,"R",125,"R",23,"R",0,"R",0,"R",0
163657,20,"R",77,"R",48,"R",29,"R",0,"R",0,"R",0,"R",0
163657,30,"R",132,"R",35,"R",78,"R",19,"R",0,"R",0,"R",0
163657,40,"R",27,"R",5,"R",18,"R",4,"R",0,"R",0,"R",0
163657,42,"R",27,"R",5,"R",18,"R",4,"R",0,"R",0,"R",0
163851, 0,"R",417,"R",112,"R",128,"R",87,"R",5,"R",85,"R",0
163851,10,"R",417,"R",112,"R",128,"R",87,"R",5,"R",85,"R",0
163851,20,"R",252,"R",112,"R",128,"R",12,"R",0,"R",0,"R",0
163851,30,"R",80,"R",0,"R",0,"R",75,"R",5,"R",0,"R",0
163851,40,"R",85,"R",0,"R",0,"R",0,"R",0,"R",85,"R",0
163851,41,"R",44,"R",0,"R",0,"R",0,"R",0,"R",44,"R",0
163851,43,"R",41,"R",0,"R",0,"R",0,"R",0,"R",41,"R",0
163851,44,"R",44,"R",0,"R",0,"R",0,"R",0,"R",44,"R",0
163912, 0,"R",134,"R",41,"R",36,"R",47,"R",5,"R",5,"R",0
163912,10,"R",134,"R",41,"R",36,"R",47,"R",5,"R",5,"R",0
163912,20,"R",77,"R",41,"R",36,"R",0,"R",0,"R",0,"R",0
163912,30,"R",29,"R",0,"R",0,"R",28,"R",1,"R",0,"R",0
163912,40,"R",28,"R",0,"R",0,"R",19,"R",4,"R",5,"R",0
163912,41,"R",28,"R",0,"R",0,"R",19,"R",4,"R",5,"R",0
163912,44,"R",28,"R",0,"R",0,"R",19,"R",4,"R",5,"R",0
163976, 0,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67
163976,10,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67
163976,20,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
163976,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
163976,40,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
163976,41,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
163976,42,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
163976,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
163976,45,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
164076, 0,"R",932,"R",262,"R",219,"R",199,"R",7,"R",245,"R",0
164076,10,"R",932,"R",262,"R",219,"R",199,"R",7,"R",245,"R",0
164076,20,"R",451,"R",256,"R",193,"R",2,"R",0,"R",0,"R",0
164076,30,"R",160,"R",0,"R",8,"R",149,"R",3,"R",0,"R",0
164076,40,"R",321,"R",6,"R",18,"R",48,"R",4,"R",245,"R",0
164076,42,"R",300,"R",6,"R",18,"R",48,"R",4,"R",224,"R",0
164076,43,"R",21,"R",0,"R",0,"R",0,"R",0,"R",21,"R",0
164085, 0,"R",9,"R",1,"R",2,"R",3,"R",3,"R",0,"R",0
164085,10,"R",9,"R",1,"R",2,"R",3,"R",3,"R",0,"R",0
164085,40,"R",9,"R",1,"R",2,"R",3,"R",3,"R",0,"R",0
164085,42,"R",9,"R",1,"R",2,"R",3,"R",3,"R",0,"R",0
164155, 0,"R",325,"R",119,"R",90,"R",76,"R",27,"R",0,"R",13
164155,10,"R",325,"R",119,"R",90,"R",76,"R",27,"R",0,"R",13
164155,20,"R",206,"R",117,"R",89,"R",0,"R",0,"R",0,"R",0
164155,30,"R",79,"R",2,"R",1,"R",76,"R",0,"R",0,"R",0
164155,40,"R",40,"R",0,"R",0,"R",0,"R",27,"R",0,"R",13
164155,41,"R",40,"R",0,"R",0,"R",0,"R",27,"R",0,"R",13
164155,44,"R",38,"R",0,"R",0,"R",0,"R",25,"R",0,"R",13
164155,45,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
164173, 0,"R",121,"R",49,"R",17,"R",33,"R",0,"R",22,"R",0
164173,10,"R",121,"R",49,"R",17,"R",33,"R",0,"R",22,"R",0
164173,40,"R",121,"R",49,"R",17,"R",33,"R",0,"R",22,"R",0
164173,41,"R",82,"R",48,"R",14,"R",12,"R",0,"R",8,"R",0
164173,42,"R",39,"R",1,"R",3,"R",21,"R",0,"R",14,"R",0
164173,44,"R",82,"R",48,"R",14,"R",12,"R",0,"R",8,"R",0
164216, 0,"R",105,"R",17,"R",47,"R",32,"R",2,"R",1,"R",6
164216,10,"R",105,"R",17,"R",47,"R",32,"R",2,"R",1,"R",6
164216,20,"R",64,"R",17,"R",47,"R",0,"R",0,"R",0,"R",0
164216,30,"R",24,"R",0,"R",0,"R",24,"R",0,"R",0,"R",0
164216,40,"R",17,"R",0,"R",0,"R",8,"R",2,"R",1,"R",6
164216,41,"R",14,"R",0,"R",0,"R",7,"R",1,"R",0,"R",6
164216,42,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
164216,43,"R",2,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0
164216,44,"R",6,"R",0,"R",0,"R",5,"R",1,"R",0,"R",0
164216,45,"R",8,"R",0,"R",0,"R",2,"R",0,"R",0,"R",6
164270, 0,"R",124,"R",34,"R",33,"R",23,"R",1,"R",33,"R",0
164270,10,"R",124,"R",34,"R",33,"R",23,"R",1,"R",33,"R",0
164270,20,"R",65,"R",33,"R",32,"R",0,"R",0,"R",0,"R",0
164270,30,"R",20,"R",0,"R",0,"R",20,"R",0,"R",0,"R",0
164270,40,"R",39,"R",1,"R",1,"R",3,"R",1,"R",33,"R",0
164270,41,"R",10,"R",1,"R",0,"R",0,"R",0,"R",9,"R",0
164270,42,"R",29,"R",0,"R",1,"R",3,"R",1,"R",24,"R",0
164270,44,"R",10,"R",1,"R",0,"R",0,"R",0,"R",9,"R",0
164313, 0,"R",66,"R",9,"R",22,"R",20,"R",15,"R",0,"R",0
164313,10,"R",66,"R",9,"R",22,"R",20,"R",15,"R",0,"R",0
164313,40,"R",66,"R",9,"R",22,"R",20,"R",15,"R",0,"R",0
164313,41,"R",44,"R",9,"R",17,"R",11,"R",7,"R",0,"R",0
164313,42,"R",22,"R",0,"R",5,"R",9,"R",8,"R",0,"R",0
164313,44,"R",44,"R",9,"R",17,"R",11,"R",7,"R",0,"R",0
164368, 0,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
164368,10,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
164368,40,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
164368,41,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
164368,44,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
164447, 0,"R",59,"R",9,"R",18,"R",30,"R",0,"R",2,"R",0
164447,10,"R",59,"R",9,"R",18,"R",30,"R",0,"R",2,"R",0
164447,20,"R",26,"R",9,"R",17,"R",0,"R",0,"R",0,"R",0
164447,30,"R",15,"R",0,"R",1,"R",14,"R",0,"R",0,"R",0
164447,40,"R",18,"R",0,"R",0,"R",16,"R",0,"R",2,"R",0
164447,42,"R",18,"R",0,"R",0,"R",16,"R",0,"R",2,"R",0
164465, 0,"R",282,"R",113,"R",45,"R",80,"R",0,"R",28,"R",16
164465,10,"R",282,"R",113,"R",45,"R",80,"R",0,"R",28,"R",16
164465,20,"R",153,"R",109,"R",44,"R",0,"R",0,"R",0,"R",0
164465,30,"R",62,"R",0,"R",1,"R",61,"R",0,"R",0,"R",0
164465,40,"R",67,"R",4,"R",0,"R",19,"R",0,"R",28,"R",16
164465,41,"R",47,"R",2,"R",0,"R",11,"R",0,"R",26,"R",8
164465,42,"R",17,"R",2,"R",0,"R",8,"R",0,"R",1,"R",6
164465,43,"R",3,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2
164465,44,"R",47,"R",2,"R",0,"R",11,"R",0,"R",26,"R",8
164492, 0,"R",46,"R",11,"R",14,"R",21,"R",0,"R",0,"R",0
164492,10,"R",46,"R",11,"R",14,"R",21,"R",0,"R",0,"R",0
164492,20,"R",15,"R",1,"R",14,"R",0,"R",0,"R",0,"R",0
164492,30,"R",13,"R",0,"R",0,"R",13,"R",0,"R",0,"R",0
164492,40,"R",18,"R",10,"R",0,"R",8,"R",0,"R",0,"R",0
164492,41,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0
164492,42,"R",16,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0
164492,44,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0
164562, 0,"R",133,"R",30,"R",45,"R",53,"R",5,"R",0,"R",0
164562,10,"R",133,"R",30,"R",45,"R",53,"R",5,"R",0,"R",0
164562,20,"R",75,"R",29,"R",37,"R",9,"R",0,"R",0,"R",0
164562,30,"R",22,"R",0,"R",0,"R",22,"R",0,"R",0,"R",0
164562,40,"R",36,"R",1,"R",8,"R",22,"R",5,"R",0,"R",0
164562,41,"R",26,"R",1,"R",8,"R",17,"R",0,"R",0,"R",0
164562,42,"R",10,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0
164562,44,"R",26,"R",1,"R",8,"R",17,"R",0,"R",0,"R",0
164580, 0,"R",200,"R",74,"R",72,"R",54,"R",0,"R",0,"R",0
164580,10,"R",200,"R",74,"R",72,"R",54,"R",0,"R",0,"R",0
164580,20,"R",106,"R",68,"R",38,"R",0,"R",0,"R",0,"R",0
164580,30,"R",29,"R",0,"R",2,"R",27,"R",0,"R",0,"R",0
164580,40,"R",65,"R",6,"R",32,"R",27,"R",0,"R",0,"R",0
164580,41,"R",35,"R",6,"R",27,"R",2,"R",0,"R",0,"R",0
164580,42,"R",30,"R",0,"R",5,"R",25,"R",0,"R",0,"R",0
164580,44,"R",35,"R",6,"R",27,"R",2,"R",0,"R",0,"R",0
164632, 0,"R",75,"R",16,"R",22,"R",33,"R",3,"R",0,"R",1
164632,10,"R",75,"R",16,"R",22,"R",33,"R",3,"R",0,"R",1
164632,40,"R",75,"R",16,"R",22,"R",33,"R",3,"R",0,"R",1
164632,41,"R",56,"R",15,"R",19,"R",20,"R",2,"R",0,"R",0
164632,42,"R",19,"R",1,"R",3,"R",13,"R",1,"R",0,"R",1
164632,44,"R",56,"R",15,"R",19,"R",20,"R",2,"R",0,"R",0
164739, 0,"R",285,"R",73,"R",50,"R",73,"R",0,"R",89,"R",0
164739,10,"R",285,"R",73,"R",50,"R",73,"R",0,"R",89,"R",0
164739,20,"R",117,"R",72,"R",45,"R",0,"R",0,"R",0,"R",0
164739,30,"R",78,"R",1,"R",5,"R",72,"R",0,"R",0,"R",0
164739,40,"R",90,"R",0,"R",0,"R",1,"R",0,"R",89,"R",0
164739,42,"R",90,"R",0,"R",0,"R",1,"R",0,"R",89,"R",0
164748, 0,"R",374,"R",170,"R",141,"R",60,"R",3,"R",0,"R",0
164748,10,"R",374,"R",170,"R",141,"R",60,"R",3,"R",0,"R",0
164748,40,"R",374,"R",170,"R",141,"R",60,"R",3,"R",0,"R",0
164748,41,"R",373,"R",170,"R",141,"R",60,"R",2,"R",0,"R",0
164748,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
164748,44,"R",373,"R",170,"R",141,"R",60,"R",2,"R",0,"R",0
164775, 0,"R",47,"R",18,"R",13,"R",16,"R",0,"R",0,"R",0
164775,10,"R",47,"R",18,"R",13,"R",16,"R",0,"R",0,"R",0
164775,20,"R",26,"R",18,"R",8,"R",0,"R",0,"R",0,"R",0
164775,30,"R",21,"R",0,"R",5,"R",16,"R",0,"R",0,"R",0
164872, 0,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
164872,10,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
164872,40,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
164872,41,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
164872,45,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
164924, 0,"R",893,"R",331,"R",281,"R",189,"R",67,"R",25,"R",0
164924,10,"R",893,"R",331,"R",281,"R",189,"R",67,"R",25,"R",0
164924,20,"R",474,"R",286,"R",188,"R",0,"R",0,"R",0,"R",0
164924,30,"R",135,"R",0,"R",0,"R",135,"R",0,"R",0,"R",0
164924,40,"R",284,"R",45,"R",93,"R",54,"R",67,"R",25,"R",0
164924,41,"R",231,"R",45,"R",92,"R",52,"R",17,"R",25,"R",0
164924,42,"R",53,"R",0,"R",1,"R",2,"R",50,"R",0,"R",0
164924,44,"R",231,"R",45,"R",92,"R",52,"R",17,"R",25,"R",0
164988, 0,"R",3236,"R",641,"R",491,"R",982,"R",146,"R",413,"R",563
164988,10,"R",3227,"R",641,"R",491,"R",982,"R",146,"R",413,"R",554
164988,20,"R",701,"R",433,"R",268,"R",0,"R",0,"R",0,"R",0
164988,30,"R",222,"R",0,"R",7,"R",215,"R",0,"R",0,"R",0
164988,40,"R",2304,"R",208,"R",216,"R",767,"R",146,"R",413,"R",554
164988,41,"R",2095,"R",196,"R",197,"R",714,"R",139,"R",376,"R",473
164988,42,"R",201,"R",12,"R",19,"R",53,"R",7,"R",31,"R",79
164988,43,"R",8,"R",0,"R",0,"R",0,"R",0,"R",6,"R",2
164988,44,"R",934,"R",88,"R",102,"R",129,"R",3,"R",376,"R",236
164988,45,"R",1161,"R",108,"R",95,"R",585,"R",136,"R",0,"R",237
164988,50,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
165015, 0,"R",405,"R",155,"R",93,"R",92,"R",6,"R",59,"R",0
165015,10,"R",405,"R",155,"R",93,"R",92,"R",6,"R",59,"R",0
165015,20,"R",191,"R",129,"R",62,"R",0,"R",0,"R",0,"R",0
165015,30,"R",78,"R",0,"R",0,"R",77,"R",1,"R",0,"R",0
165015,40,"R",136,"R",26,"R",31,"R",15,"R",5,"R",59,"R",0
165015,41,"R",118,"R",25,"R",30,"R",12,"R",5,"R",46,"R",0
165015,42,"R",18,"R",1,"R",1,"R",3,"R",0,"R",13,"R",0
165015,44,"R",118,"R",25,"R",30,"R",12,"R",5,"R",46,"R",0
165024, 0,"R",331,"R",156,"R",104,"R",61,"R",10,"R",0,"R",0
165024,10,"R",331,"R",156,"R",104,"R",61,"R",10,"R",0,"R",0
165024,20,"R",261,"R",156,"R",97,"R",7,"R",1,"R",0,"R",0
165024,30,"R",49,"R",0,"R",7,"R",42,"R",0,"R",0,"R",0
165024,40,"R",21,"R",0,"R",0,"R",12,"R",9,"R",0,"R",0
165024,42,"R",21,"R",0,"R",0,"R",12,"R",9,"R",0,"R",0
165033, 0,"R",105,"R",43,"R",50,"R",9,"R",3,"R",0,"R",0
165033,10,"R",105,"R",43,"R",50,"R",9,"R",3,"R",0,"R",0
165033,20,"R",74,"R",43,"R",31,"R",0,"R",0,"R",0,"R",0
165033,30,"R",31,"R",0,"R",19,"R",9,"R",3,"R",0,"R",0
165112, 0,"R",133,"R",96,"R",17,"R",20,"R",0,"R",0,"R",0
165112,10,"R",133,"R",96,"R",17,"R",20,"R",0,"R",0,"R",0
165112,20,"R",99,"R",94,"R",2,"R",3,"R",0,"R",0,"R",0
165112,30,"R",34,"R",2,"R",15,"R",17,"R",0,"R",0,"R",0
165167, 0,"R",8,"R",6,"R",1,"R",1,"R",0,"R",0,"R",0
165167,10,"R",8,"R",6,"R",1,"R",1,"R",0,"R",0,"R",0
165167,40,"R",8,"R",6,"R",1,"R",1,"R",0,"R",0,"R",0
165167,41,"R",8,"R",6,"R",1,"R",1,"R",0,"R",0,"R",0
165167,45,"R",8,"R",6,"R",1,"R",1,"R",0,"R",0,"R",0
165194, 0,"R",66,"R",29,"R",24,"R",6,"R",7,"R",0,"R",0
165194,10,"R",66,"R",29,"R",24,"R",6,"R",7,"R",0,"R",0
165194,20,"R",42,"R",27,"R",15,"R",0,"R",0,"R",0,"R",0
165194,30,"R",24,"R",2,"R",9,"R",6,"R",7,"R",0,"R",0
165264, 0,"R",22,"R",1,"R",7,"R",14,"R",0,"R",0,"R",0
165264,10,"R",22,"R",1,"R",7,"R",14,"R",0,"R",0,"R",0
165264,40,"R",22,"R",1,"R",7,"R",14,"R",0,"R",0,"R",0
165264,42,"R",22,"R",1,"R",7,"R",14,"R",0,"R",0,"R",0
165334, 0,"R",242,"R",65,"R",62,"R",48,"R",29,"R",38,"R",0
165334,10,"R",242,"R",65,"R",62,"R",48,"R",29,"R",38,"R",0
165334,20,"R",127,"R",65,"R",62,"R",0,"R",0,"R",0,"R",0
165334,30,"R",48,"R",0,"R",0,"R",48,"R",0,"R",0,"R",0
165334,40,"R",67,"R",0,"R",0,"R",0,"R",29,"R",38,"R",0
165334,41,"R",38,"R",0,"R",0,"R",0,"R",0,"R",38,"R",0
165334,42,"R",29,"R",0,"R",0,"R",0,"R",29,"R",0,"R",0
165334,44,"R",38,"R",0,"R",0,"R",0,"R",0,"R",38,"R",0
165529, 0,"R",107,"R",46,"R",33,"R",24,"R",4,"R",0,"R",0
165529,10,"R",107,"R",46,"R",33,"R",24,"R",4,"R",0,"R",0
165529,40,"R",107,"R",46,"R",33,"R",24,"R",4,"R",0,"R",0
165529,41,"R",100,"R",46,"R",33,"R",20,"R",1,"R",0,"R",0
165529,42,"R",7,"R",0,"R",0,"R",4,"R",3,"R",0,"R",0
165529,44,"R",100,"R",46,"R",33,"R",20,"R",1,"R",0,"R",0
165574, 0,"R",33,"R",6,"R",10,"R",17,"R",0,"R",0,"R",0
165574,10,"R",33,"R",6,"R",10,"R",17,"R",0,"R",0,"R",0
165574,40,"R",33,"R",6,"R",10,"R",17,"R",0,"R",0,"R",0
165574,42,"R",33,"R",6,"R",10,"R",17,"R",0,"R",0,"R",0
165644, 0,"R",29,"R",6,"R",8,"R",12,"R",3,"R",0,"R",0
165644,10,"R",29,"R",6,"R",8,"R",12,"R",3,"R",0,"R",0
165644,20,"R",6,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0
165644,30,"R",11,"R",1,"R",6,"R",4,"R",0,"R",0,"R",0
165644,40,"R",12,"R",0,"R",1,"R",8,"R",3,"R",0,"R",0
165644,42,"R",12,"R",0,"R",1,"R",8,"R",3,"R",0,"R",0
165662, 0,"R",234,"R",41,"R",74,"R",62,"R",0,"R",57,"R",0
165662,10,"R",234,"R",41,"R",74,"R",62,"R",0,"R",57,"R",0
165662,20,"R",116,"R",41,"R",74,"R",1,"R",0,"R",0,"R",0
165662,30,"R",61,"R",0,"R",0,"R",61,"R",0,"R",0,"R",0
165662,40,"R",57,"R",0,"R",0,"R",0,"R",0,"R",57,"R",0
165662,42,"R",57,"R",0,"R",0,"R",0,"R",0,"R",57,"R",0
165671, 0,"R",109,"R",17,"R",33,"R",34,"R",0,"R",25,"R",0
165671,10,"R",109,"R",17,"R",33,"R",34,"R",0,"R",25,"R",0
165671,20,"R",47,"R",17,"R",30,"R",0,"R",0,"R",0,"R",0
165671,30,"R",14,"R",0,"R",0,"R",14,"R",0,"R",0,"R",0
165671,40,"R",48,"R",0,"R",3,"R",20,"R",0,"R",25,"R",0
165671,42,"R",48,"R",0,"R",3,"R",20,"R",0,"R",25,"R",0
165699, 0,"R",121,"R",53,"R",43,"R",25,"R",0,"R",0,"R",0
165699,10,"R",121,"R",53,"R",43,"R",25,"R",0,"R",0,"R",0
165699,40,"R",121,"R",53,"R",43,"R",25,"R",0,"R",0,"R",0
165699,41,"R",121,"R",53,"R",43,"R",25,"R",0,"R",0,"R",0
165699,45,"R",121,"R",53,"R",43,"R",25,"R",0,"R",0,"R",0
165802, 0,"R",33,"R",0,"R",18,"R",15,"R",0,"R",0,"R",0
165802,10,"R",33,"R",0,"R",18,"R",15,"R",0,"R",0,"R",0
165802,40,"R",33,"R",0,"R",18,"R",15,"R",0,"R",0,"R",0
165802,42,"R",33,"R",0,"R",18,"R",15,"R",0,"R",0,"R",0
165820, 0,"R",189,"R",81,"R",65,"R",37,"R",6,"R",0,"R",0
165820,10,"R",189,"R",81,"R",65,"R",37,"R",6,"R",0,"R",0
165820,20,"R",146,"R",81,"R",65,"R",0,"R",0,"R",0,"R",0
165820,30,"R",30,"R",0,"R",0,"R",30,"R",0,"R",0,"R",0
165820,40,"R",13,"R",0,"R",0,"R",7,"R",6,"R",0,"R",0
165820,42,"R",13,"R",0,"R",0,"R",7,"R",6,"R",0,"R",0
165866, 0,"R",166,"R",75,"R",57,"R",33,"R",1,"R",0,"R",0
165866,10,"R",166,"R",75,"R",57,"R",33,"R",1,"R",0,"R",0
165866,20,"R",134,"R",75,"R",57,"R",2,"R",0,"R",0,"R",0
165866,30,"R",23,"R",0,"R",0,"R",23,"R",0,"R",0,"R",0
165866,40,"R",9,"R",0,"R",0,"R",8,"R",1,"R",0,"R",0
165866,41,"R",8,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0
165866,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
165866,44,"R",8,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0
165884, 0,"R",32,"R",5,"R",6,"R",9,"R",12,"R",0,"R",0
165884,10,"R",32,"R",5,"R",6,"R",9,"R",12,"R",0,"R",0
165884,40,"R",32,"R",5,"R",6,"R",9,"R",12,"R",0,"R",0
165884,42,"R",32,"R",5,"R",6,"R",9,"R",12,"R",0,"R",0
165936, 0,"R",74,"R",32,"R",19,"R",19,"R",1,"R",0,"R",3
165936,10,"R",74,"R",32,"R",19,"R",19,"R",1,"R",0,"R",3
165936,20,"R",34,"R",26,"R",8,"R",0,"R",0,"R",0,"R",0
165936,30,"R",21,"R",1,"R",6,"R",14,"R",0,"R",0,"R",0
165936,40,"R",19,"R",5,"R",5,"R",5,"R",1,"R",0,"R",3
165936,41,"R",8,"R",3,"R",3,"R",1,"R",0,"R",0,"R",1
165936,42,"R",11,"R",2,"R",2,"R",4,"R",1,"R",0,"R",2
165936,44,"R",8,"R",3,"R",3,"R",1,"R",0,"R",0,"R",1
165945, 0,"R",23,"R",11,"R",6,"R",5,"R",1,"R",0,"R",0
165945,10,"R",23,"R",11,"R",6,"R",5,"R",1,"R",0,"R",0
165945,20,"R",15,"R",11,"R",4,"R",0,"R",0,"R",0,"R",0
165945,30,"R",7,"R",0,"R",2,"R",5,"R",0,"R",0,"R",0
165945,40,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
165945,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
